timestamp,gold_price,oil_price,dxy,eurusd,jpy
2026-06-01 00:01:36.399870+00:00,2351.84,77.76,103.8423,1.08043,150.286
2026-06-01 00:01:40.439192+00:00,2352.81,77.83,103.8006,1.08035,150.364
2026-06-01 00:01:41.777871+00:00,2355.68,77.86,103.7663,1.0803,150.388
2026-06-01 00:01:46.653747+00:00,2355.08,77.89,103.7624,1.08113,150.529
2026-06-01 00:01:49.827081+00:00,2352.79,77.71,103.7736,1.08126,150.623
2026-06-01 00:01:53.722554+00:00,2350.41,77.49,103.7898,1.08094,150.59
2026-06-01 00:01:58.595848+00:00,2348.27,77.28,103.7835,1.08165,150.503
2026-06-01 00:01:59.699636+00:00,2347.62,77.43,103.7902,1.08155,150.534
2026-06-01 00:02:02.684586+00:00,2350.96,77.54,103.7494,1.08171,150.513
2026-06-01 00:02:04.630342+00:00,2349.29,77.51,103.745,1.08181,150.479
2026-06-01 00:02:09.526417+00:00,2351.65,77.56,103.7345,1.08185,150.485
2026-06-01 00:02:13.497014+00:00,2350.32,77.5,103.7973,1.08238,150.519
2026-06-01 00:02:14.630119+00:00,2347.38,77.54,103.8234,1.08256,150.399
2026-06-01 00:02:17.121924+00:00,2350.26,77.52,103.7816,1.08267,150.409
2026-06-01 00:02:21.894704+00:00,2349.55,77.48,103.7907,1.08317,150.229
2026-06-01 00:02:23.779871+00:00,2349.27,77.49,103.7873,1.08262,150.259
2026-06-01 00:02:26.424819+00:00,2352.03,77.69,103.7236,1.08262,150.189
2026-06-01 00:02:29.554647+00:00,2352.7,77.71,103.7668,1.08302,150.227
2026-06-01 00:02:32.954863+00:00,2357.59,77.92,103.7033,1.08307,150.183
2026-06-01 00:02:34.713422+00:00,2358.91,78.05,103.6654,1.08347,150.243
2026-06-01 00:02:36.916976+00:00,2364.32,78.08,103.6043,1.08311,150.211
2026-06-01 00:02:40.282088+00:00,2368.87,78.14,103.5333,1.08314,150.13
2026-06-01 00:02:44.253927+00:00,2367.65,78.18,103.5636,1.08242,150.158
2026-06-01 00:02:46.874911+00:00,2368.39,78.31,103.5156,1.08225,150.206
2026-06-01 00:02:49.069426+00:00,2366.15,78.22,103.5791,1.08209,150.271
2026-06-01 00:02:51.421985+00:00,2369.17,78.32,103.5484,1.08183,150.266
2026-06-01 00:02:52.523057+00:00,2369.32,78.39,103.5281,1.08181,150.379
2026-06-01 00:02:55.002191+00:00,2366.72,78.35,103.5656,1.08183,150.481
2026-06-01 00:02:56.939462+00:00,2369.86,78.46,103.5841,1.08179,150.343
2026-06-01 00:02:59.566580+00:00,2373.49,78.6,103.5583,1.08129,150.258
2026-06-01 00:03:01.274283+00:00,2368.77,78.51,103.6158,1.0814,150.162
2026-06-01 00:03:02.930733+00:00,2363.21,78.29,103.694,1.08165,150.178
2026-06-01 00:03:04.147668+00:00,2365.46,78.4,103.6527,1.08161,150.199
2026-06-01 00:03:07.749174+00:00,2367.2,78.5,103.6185,1.0816,150.264
2026-06-01 00:03:10.082847+00:00,2360.99,78.23,103.629,1.0814,150.325
2026-06-01 00:03:13.055452+00:00,2360.61,78.3,103.6623,1.0814,150.428
2026-06-01 00:03:17.826770+00:00,2360.07,78.26,103.6256,1.08113,150.408
2026-06-01 00:03:21.336094+00:00,2364.01,78.22,103.6057,1.08082,150.449
2026-06-01 00:03:26.079536+00:00,2361.85,78.28,103.5941,1.08066,150.377
2026-06-01 00:03:27.605154+00:00,2360.8,78.21,103.6182,1.0808,150.479
2026-06-01 00:03:30.606678+00:00,2358.5,78.27,103.6188,1.08119,150.513
2026-06-01 00:03:33.139212+00:00,2358.67,78.42,103.6629,1.08123,150.53
2026-06-01 00:03:35.595064+00:00,2360.55,78.53,103.6257,1.08135,150.476
2026-06-01 00:03:38.532793+00:00,2354.54,78.32,103.6625,1.08128,150.622
2026-06-01 00:03:43.372411+00:00,2356.37,78.43,103.6166,1.08121,150.641
2026-06-01 00:03:47.533399+00:00,2357.66,78.57,103.5706,1.08123,150.835
2026-06-01 00:03:51.042855+00:00,2359.85,78.59,103.5726,1.08124,150.829
2026-06-01 00:03:55.021647+00:00,2358.5,78.47,103.6075,1.08161,150.862
2026-06-01 00:03:57.421421+00:00,2358.39,78.42,103.6327,1.08104,150.843
2026-06-01 00:04:02.255512+00:00,2352.0,78.37,103.71,1.08083,150.741
2026-06-01 00:04:06.619164+00:00,2344.23,78.33,103.8082,1.08067,150.78
2026-06-01 00:04:09.185657+00:00,2340.2,78.22,103.852,1.08094,150.811
2026-06-01 00:04:12.341141+00:00,2341.23,78.34,103.8619,1.08065,150.753
2026-06-01 00:04:14.983195+00:00,2344.43,78.56,103.8079,1.08114,150.769
2026-06-01 00:04:16.852192+00:00,2346.84,78.55,103.7772,1.08102,150.807
2026-06-01 00:04:21.285517+00:00,2343.77,78.39,103.8467,1.08027,150.756
2026-06-01 00:04:23.196805+00:00,2338.87,78.28,103.8924,1.0802,150.751
2026-06-01 00:04:27.646138+00:00,2338.43,78.35,103.8968,1.08035,150.797
2026-06-01 00:04:31.516327+00:00,2341.41,78.37,103.878,1.08013,150.729
2026-06-01 00:04:35.731204+00:00,2337.54,78.27,103.9206,1.08017,150.679
2026-06-01 00:04:39.733199+00:00,2340.64,78.33,103.8759,1.08037,150.699
2026-06-01 00:04:43.277877+00:00,2337.13,78.24,103.8992,1.08045,150.6
2026-06-01 00:04:45.484782+00:00,2341.85,78.32,103.862,1.07969,150.522
2026-06-01 00:04:49.769216+00:00,2340.11,78.36,103.9096,1.07933,150.468
2026-06-01 00:04:53.118865+00:00,2342.51,78.28,103.9043,1.07994,150.354
2026-06-01 00:04:57.068940+00:00,2339.03,78.14,103.958,1.08004,150.232
2026-06-01 00:05:00.178046+00:00,2339.8,78.29,103.9257,1.07986,150.277
2026-06-01 00:05:02.174673+00:00,2342.27,78.21,103.91,1.07954,150.3
2026-06-01 00:05:05.808894+00:00,2339.36,78.04,103.9246,1.0798,150.324
2026-06-01 00:05:07.173208+00:00,2339.49,77.96,103.9413,1.07991,150.285
2026-06-01 00:05:10.144030+00:00,2340.2,77.97,103.9519,1.07959,150.117
2026-06-01 00:05:14.917240+00:00,2346.97,78.06,103.8583,1.07951,150.103
2026-06-01 00:05:19.607077+00:00,2345.45,78.09,103.872,1.07905,150.159
2026-06-01 00:05:22.512956+00:00,2350.81,78.23,103.802,1.07927,150.04
2026-06-01 00:05:27.319154+00:00,2350.92,78.39,103.7901,1.07983,149.967
2026-06-01 00:05:29.196146+00:00,2352.82,78.37,103.7724,1.08025,149.95
2026-06-01 00:05:32.734769+00:00,2348.75,78.17,103.8149,1.08024,149.833
2026-06-01 00:05:36.193475+00:00,2345.39,78.0,103.8088,1.08052,149.858
2026-06-01 00:05:38.044154+00:00,2342.36,78.01,103.8352,1.08131,149.895
2026-06-01 00:05:39.158533+00:00,2343.26,78.11,103.833,1.08174,149.863
2026-06-01 00:05:41.208243+00:00,2341.8,78.14,103.8745,1.08161,149.839
2026-06-01 00:05:44.500184+00:00,2342.43,78.24,103.8149,1.08137,149.788
2026-06-01 00:05:45.741356+00:00,2335.83,77.99,103.8799,1.08175,149.777
2026-06-01 00:05:48.124263+00:00,2333.36,77.99,103.8886,1.08147,149.823
2026-06-01 00:05:49.586830+00:00,2333.62,77.97,103.907,1.08116,149.828
2026-06-01 00:05:53.958399+00:00,2331.94,77.84,103.9247,1.08107,149.76
2026-06-01 00:05:57.941697+00:00,2333.01,77.65,103.8935,1.08079,149.871
2026-06-01 00:05:59.042468+00:00,2334.62,77.59,103.8583,1.08096,149.882
2026-06-01 00:06:00.975357+00:00,2335.89,77.65,103.8413,1.08123,149.946
2026-06-01 00:06:04.570624+00:00,2329.68,77.61,103.9134,1.08092,149.818
2026-06-01 00:06:06.235129+00:00,2331.01,77.76,103.9179,1.08082,149.76
2026-06-01 00:06:07.371109+00:00,2330.84,77.68,103.957,1.08142,149.847
2026-06-01 00:06:08.449827+00:00,2329.6,77.66,103.9918,1.08185,149.899
2026-06-01 00:06:11.679277+00:00,2332.2,77.75,103.9286,1.0819,149.865
2026-06-01 00:06:15.783170+00:00,2330.95,77.78,103.9936,1.082,149.968
2026-06-01 00:06:17.186331+00:00,2331.3,77.7,103.9984,1.08204,149.88
2026-06-01 00:06:19.211779+00:00,2331.21,77.84,104.0154,1.08207,149.904
2026-06-01 00:06:22.434078+00:00,2331.22,77.76,104.0078,1.08185,149.82
2026-06-01 00:06:26.749252+00:00,2333.0,77.66,103.9862,1.08219,149.903
2026-06-01 00:06:30.453824+00:00,2335.68,77.68,103.9285,1.08233,149.936
2026-06-01 00:06:31.838287+00:00,2340.11,77.77,103.8594,1.08225,149.958
2026-06-01 00:06:32.907754+00:00,2339.12,77.77,103.8522,1.08206,149.986
2026-06-01 00:06:35.042231+00:00,2338.51,77.76,103.8379,1.08193,150.096
2026-06-01 00:06:37.815628+00:00,2333.55,77.53,103.8716,1.08196,150.093
2026-06-01 00:06:40.314996+00:00,2333.83,77.66,103.8631,1.08162,150.072
2026-06-01 00:06:43.879760+00:00,2331.17,77.58,103.9131,1.08223,150.053
2026-06-01 00:06:46.667172+00:00,2335.99,77.86,103.8487,1.0823,150.086
2026-06-01 00:06:50.176703+00:00,2344.82,78.06,103.7667,1.0822,150.057
2026-06-01 00:06:52.710029+00:00,2347.2,78.15,103.7356,1.08233,150.093
2026-06-01 00:06:56.184105+00:00,2343.26,77.92,103.7628,1.08234,150.105
2026-06-01 00:06:58.170048+00:00,2342.54,77.77,103.7729,1.08217,150.108
2026-06-01 00:07:01.112566+00:00,2342.28,77.85,103.7624,1.08158,149.973
2026-06-01 00:07:03.094548+00:00,2342.14,77.84,103.7591,1.08167,150.047
2026-06-01 00:07:06.370042+00:00,2338.29,77.67,103.7965,1.0821,150.022
2026-06-01 00:07:07.526750+00:00,2330.48,77.41,103.8598,1.08199,150.031
2026-06-01 00:07:09.264319+00:00,2330.94,77.34,103.8484,1.08216,149.926
2026-06-01 00:07:11.178270+00:00,2332.12,77.36,103.8662,1.08198,150.081
2026-06-01 00:07:13.758374+00:00,2330.34,77.35,103.8477,1.08176,150.115
2026-06-01 00:07:15.367970+00:00,2331.17,77.47,103.8513,1.08225,150.159
2026-06-01 00:07:18.382321+00:00,2332.65,77.55,103.7878,1.08231,150.124
2026-06-01 00:07:22.220374+00:00,2334.33,77.53,103.7984,1.08225,150.136
2026-06-01 00:07:26.868296+00:00,2334.94,77.62,103.8293,1.08238,150.184
2026-06-01 00:07:31.062906+00:00,2332.14,77.6,103.88,1.08247,150.254
2026-06-01 00:07:34.508267+00:00,2334.72,77.67,103.8542,1.0826,150.049
2026-06-01 00:07:36.447811+00:00,2331.94,77.56,103.8486,1.08277,149.971
2026-06-01 00:07:39.481757+00:00,2331.75,77.47,103.9143,1.0828,150.006
2026-06-01 00:07:41.817019+00:00,2335.97,77.52,103.8585,1.08281,149.914
2026-06-01 00:07:46.045087+00:00,2334.68,77.57,103.864,1.08274,149.913
2026-06-01 00:07:48.170276+00:00,2335.99,77.52,103.8323,1.08312,149.889
2026-06-01 00:07:51.114234+00:00,2333.1,77.44,103.8416,1.08321,149.948
2026-06-01 00:07:52.172377+00:00,2334.8,77.37,103.8337,1.08314,149.919
2026-06-01 00:07:56.714523+00:00,2338.61,77.57,103.8307,1.08312,149.951
2026-06-01 00:07:58.492047+00:00,2340.74,77.64,103.8209,1.08312,149.904
2026-06-01 00:07:59.740598+00:00,2340.5,77.61,103.8377,1.08336,149.883
2026-06-01 00:08:01.535512+00:00,2342.88,77.58,103.841,1.08322,149.77
2026-06-01 00:08:06.362054+00:00,2339.35,77.5,103.8648,1.08313,149.821
2026-06-01 00:08:09.294028+00:00,2340.64,77.56,103.8638,1.08247,149.8
2026-06-01 00:08:12.429205+00:00,2335.44,77.4,103.9504,1.08288,149.821
2026-06-01 00:08:14.036775+00:00,2334.84,77.32,103.9629,1.08322,149.787
2026-06-01 00:08:16.374101+00:00,2337.64,77.31,103.9549,1.08347,149.8
2026-06-01 00:08:17.742230+00:00,2334.99,77.21,103.9868,1.08318,149.838
2026-06-01 00:08:18.838751+00:00,2331.85,77.12,104.0733,1.08275,149.949
2026-06-01 00:08:21.147149+00:00,2332.76,77.14,104.0748,1.08273,150.06
2026-06-01 00:08:23.834151+00:00,2332.95,77.06,104.0847,1.0824,150.099
2026-06-01 00:08:28.411079+00:00,2336.53,77.16,104.0132,1.08235,149.99
2026-06-01 00:08:29.648068+00:00,2334.64,77.19,104.0971,1.08218,150.1
2026-06-01 00:08:33.471032+00:00,2335.2,77.25,104.0876,1.08223,150.076
2026-06-01 00:08:37.206485+00:00,2330.27,77.19,104.1224,1.08206,150.083
2026-06-01 00:08:38.395972+00:00,2332.52,77.2,104.12,1.0826,150.124
2026-06-01 00:08:41.191901+00:00,2336.33,77.37,104.0992,1.08281,150.168
2026-06-01 00:08:43.021125+00:00,2334.49,77.18,104.1138,1.08326,150.234
2026-06-01 00:08:44.811031+00:00,2337.97,77.21,104.0593,1.08331,150.246
2026-06-01 00:08:48.975136+00:00,2340.49,77.32,104.0002,1.08348,150.252
2026-06-01 00:08:50.328594+00:00,2338.52,77.25,104.0149,1.08408,150.251
2026-06-01 00:08:52.634451+00:00,2335.83,77.17,104.0139,1.08388,150.357
2026-06-01 00:08:56.771505+00:00,2336.9,77.16,104.0167,1.08387,150.363
2026-06-01 00:08:59.265183+00:00,2338.8,77.14,103.9486,1.0839,150.419
2026-06-01 00:09:00.389762+00:00,2339.67,77.26,103.9522,1.08398,150.495
2026-06-01 00:09:05.066440+00:00,2339.87,77.33,103.9429,1.084,150.607
2026-06-01 00:09:09.738324+00:00,2332.48,77.05,104.0086,1.08394,150.504
2026-06-01 00:09:12.144725+00:00,2329.28,77.17,104.0738,1.08383,150.484
2026-06-01 00:09:13.549017+00:00,2324.59,77.07,104.0857,1.08382,150.374
2026-06-01 00:09:15.915002+00:00,2323.01,77.04,104.1151,1.08341,150.442
2026-06-01 00:09:19.827803+00:00,2321.83,76.98,104.1083,1.08333,150.475
2026-06-01 00:09:23.593326+00:00,2323.3,77.15,104.107,1.08327,150.535
2026-06-01 00:09:25.825777+00:00,2330.19,77.2,104.0243,1.08378,150.464
2026-06-01 00:09:29.583746+00:00,2326.56,77.14,104.0603,1.08359,150.422
2026-06-01 00:09:31.047433+00:00,2324.02,77.26,104.0856,1.0839,150.392
2026-06-01 00:09:34.651863+00:00,2322.94,77.04,104.0596,1.08333,150.236
2026-06-01 00:09:37.431529+00:00,2321.52,76.95,104.1207,1.08348,150.298
2026-06-01 00:09:39.200285+00:00,2319.99,76.94,104.1337,1.08369,150.345
2026-06-01 00:09:40.584690+00:00,2317.6,76.8,104.1495,1.08382,150.294
2026-06-01 00:09:45.469396+00:00,2318.37,76.86,104.1779,1.08425,150.228
2026-06-01 00:09:48.601937+00:00,2322.04,77.07,104.1236,1.08414,150.104
2026-06-01 00:09:50.286339+00:00,2320.1,77.13,104.1574,1.0839,150.131
2026-06-01 00:09:53.325019+00:00,2317.8,77.14,104.1762,1.08449,150.103
2026-06-01 00:09:57.016332+00:00,2320.45,77.28,104.1325,1.0845,150.1
2026-06-01 00:10:01.085979+00:00,2319.22,77.26,104.1679,1.08502,150.211
2026-06-01 00:10:02.630585+00:00,2318.81,77.19,104.1769,1.08484,150.334
2026-06-01 00:10:06.777967+00:00,2319.59,77.31,104.1172,1.08421,150.397
2026-06-01 00:10:10.180430+00:00,2320.11,77.21,104.1117,1.08488,150.463
2026-06-01 00:10:12.030178+00:00,2320.18,77.2,104.059,1.08499,150.53
2026-06-01 00:10:14.974138+00:00,2315.77,76.99,104.085,1.08503,150.385
2026-06-01 00:10:17.844225+00:00,2318.17,77.02,104.0111,1.08473,150.48
2026-06-01 00:10:20.723843+00:00,2311.17,76.71,104.1114,1.08453,150.516
2026-06-01 00:10:25.576924+00:00,2314.57,76.74,104.0984,1.08407,150.608
2026-06-01 00:10:29.685104+00:00,2312.26,76.69,104.0865,1.08416,150.684
2026-06-01 00:10:33.263332+00:00,2311.43,76.7,104.0897,1.08357,150.612
2026-06-01 00:10:37.247584+00:00,2313.96,76.8,104.0979,1.08375,150.665
2026-06-01 00:10:38.407959+00:00,2320.44,76.95,104.0191,1.08391,150.633
2026-06-01 00:10:41.494951+00:00,2320.46,76.9,104.0329,1.08423,150.632
2026-06-01 00:10:43.598744+00:00,2320.54,76.78,104.0451,1.08488,150.671
2026-06-01 00:10:48.021863+00:00,2319.21,76.72,104.0484,1.08477,150.744
2026-06-01 00:10:49.495667+00:00,2316.01,76.56,104.1072,1.08443,150.846
2026-06-01 00:10:54.437224+00:00,2320.16,76.54,104.0825,1.08458,150.736
2026-06-01 00:10:55.837342+00:00,2320.6,76.58,104.0838,1.0847,150.848
2026-06-01 00:10:57.554232+00:00,2320.71,76.65,104.039,1.08415,150.861
2026-06-01 00:11:01.112215+00:00,2322.73,76.78,103.9778,1.08395,150.974
2026-06-01 00:11:05.956622+00:00,2322.01,76.59,104.0304,1.08417,150.967
2026-06-01 00:11:09.980318+00:00,2322.05,76.73,104.0026,1.08413,150.938
2026-06-01 00:11:11.887571+00:00,2321.48,76.71,104.0311,1.08415,150.981
2026-06-01 00:11:13.207138+00:00,2322.9,76.56,104.0673,1.08461,150.925
2026-06-01 00:11:16.393812+00:00,2329.51,76.8,103.9952,1.08456,150.916
2026-06-01 00:11:19.669668+00:00,2332.05,76.85,103.961,1.08485,150.989
2026-06-01 00:11:24.220006+00:00,2334.55,76.88,103.9181,1.08459,150.876
2026-06-01 00:11:29.188100+00:00,2335.16,76.87,103.8462,1.08421,150.964
2026-06-01 00:11:30.792729+00:00,2334.03,76.71,103.8937,1.08418,150.991
2026-06-01 00:11:34.007952+00:00,2341.45,76.87,103.8058,1.0841,151.034
2026-06-01 00:11:38.475264+00:00,2340.89,76.97,103.8036,1.08487,151.046
2026-06-01 00:11:42.510155+00:00,2345.78,77.19,103.7298,1.08461,151.086
2026-06-01 00:11:46.678957+00:00,2348.38,77.16,103.6678,1.08417,150.964
2026-06-01 00:11:48.911243+00:00,2349.95,77.17,103.6144,1.08413,150.958
2026-06-01 00:11:50.639307+00:00,2353.7,77.31,103.5815,1.0843,151.005
2026-06-01 00:11:52.075940+00:00,2354.45,77.38,103.5581,1.08461,150.911
2026-06-01 00:11:56.165144+00:00,2355.57,77.36,103.5443,1.08443,150.84
2026-06-01 00:11:58.132451+00:00,2353.65,77.35,103.5283,1.08468,150.76
2026-06-01 00:12:02.226561+00:00,2351.7,77.42,103.5497,1.08463,150.802
2026-06-01 00:12:06.279550+00:00,2346.58,77.41,103.6148,1.08468,150.848
2026-06-01 00:12:07.640192+00:00,2346.79,77.35,103.5882,1.08447,150.949
2026-06-01 00:12:11.747900+00:00,2344.09,77.23,103.5379,1.08441,150.942
2026-06-01 00:12:13.951581+00:00,2344.3,77.29,103.5445,1.08374,150.992
2026-06-01 00:12:15.288878+00:00,2346.11,77.41,103.5,1.08441,150.929
2026-06-01 00:12:17.294454+00:00,2346.3,77.4,103.505,1.08435,150.996
2026-06-01 00:12:18.329460+00:00,2346.89,77.52,103.4897,1.08379,150.944
2026-06-01 00:12:20.555056+00:00,2348.78,77.45,103.4545,1.08363,150.923
2026-06-01 00:12:23.373152+00:00,2344.84,77.28,103.51,1.08391,150.919
2026-06-01 00:12:26.674477+00:00,2344.14,77.19,103.4954,1.08363,150.879
2026-06-01 00:12:31.265611+00:00,2341.57,77.16,103.4955,1.08366,150.869
2026-06-01 00:12:33.968009+00:00,2342.51,77.08,103.4557,1.08369,150.949
2026-06-01 00:12:37.445620+00:00,2337.55,77.0,103.5182,1.08389,150.904
2026-06-01 00:12:40.880692+00:00,2335.67,76.81,103.5383,1.08359,150.877
2026-06-01 00:12:44.335181+00:00,2330.91,76.69,103.5632,1.08373,150.916
2026-06-01 00:12:46.477881+00:00,2332.07,76.84,103.528,1.08374,151.004
2026-06-01 00:12:51.029577+00:00,2333.79,76.91,103.5137,1.08392,151.025
2026-06-01 00:12:52.944671+00:00,2332.97,76.92,103.5121,1.08393,151.036
2026-06-01 00:12:55.948696+00:00,2331.98,77.1,103.4933,1.08406,150.987
2026-06-01 00:12:57.380933+00:00,2333.56,77.2,103.4966,1.08414,151.075
2026-06-01 00:13:01.713254+00:00,2329.61,77.05,103.5886,1.08377,151.021
2026-06-01 00:13:04.537768+00:00,2330.06,77.08,103.6035,1.08322,151.098
2026-06-01 00:13:09.433431+00:00,2329.99,76.97,103.6105,1.08245,151.151
2026-06-01 00:13:11.668850+00:00,2326.51,76.85,103.6781,1.08242,151.107
2026-06-01 00:13:15.790530+00:00,2326.72,76.86,103.6827,1.08236,150.999
2026-06-01 00:13:17.409864+00:00,2325.95,76.94,103.6702,1.08316,150.925
2026-06-01 00:13:19.206899+00:00,2327.69,77.03,103.6558,1.08325,150.931
2026-06-01 00:13:23.319298+00:00,2327.77,77.05,103.6108,1.08332,150.97
2026-06-01 00:13:24.871413+00:00,2325.64,77.11,103.6223,1.0831,150.956
2026-06-01 00:13:29.393306+00:00,2321.02,76.95,103.6914,1.08292,151.008
2026-06-01 00:13:31.235177+00:00,2320.08,76.9,103.7231,1.08277,150.9
2026-06-01 00:13:34.734405+00:00,2316.28,76.7,103.7715,1.08264,151.078
2026-06-01 00:13:38.439871+00:00,2312.39,76.48,103.8123,1.0827,150.916
2026-06-01 00:13:41.108284+00:00,2315.06,76.47,103.8072,1.08306,150.91
2026-06-01 00:13:45.290788+00:00,2311.39,76.47,103.8198,1.08275,150.925
2026-06-01 00:13:50.013641+00:00,2309.54,76.48,103.8071,1.08311,150.83
2026-06-01 00:13:53.736412+00:00,2310.05,76.51,103.8266,1.08283,150.798
2026-06-01 00:13:56.077318+00:00,2310.38,76.51,103.8206,1.08278,150.699
2026-06-01 00:14:00.117117+00:00,2310.2,76.37,103.8296,1.08254,150.714
2026-06-01 00:14:04.039199+00:00,2310.91,76.38,103.8114,1.08278,150.664
2026-06-01 00:14:06.276974+00:00,2309.95,76.3,103.8448,1.08255,150.625
2026-06-01 00:14:10.021902+00:00,2307.88,76.34,103.8752,1.08312,150.795
2026-06-01 00:14:12.289902+00:00,2305.58,76.17,103.888,1.08294,150.724
2026-06-01 00:14:15.999342+00:00,2303.0,76.0,103.9352,1.08266,150.934
2026-06-01 00:14:18.043643+00:00,2302.09,75.87,103.9816,1.08305,150.961
2026-06-01 00:14:19.638769+00:00,2299.17,75.68,104.051,1.08333,150.974
2026-06-01 00:14:23.505222+00:00,2292.4,75.55,104.1492,1.08372,150.865
2026-06-01 00:14:25.435444+00:00,2294.29,75.45,104.1365,1.08383,150.849
2026-06-01 00:14:28.251837+00:00,2289.61,75.29,104.1881,1.08366,150.823
2026-06-01 00:14:29.690550+00:00,2290.09,75.26,104.1777,1.08372,150.69
2026-06-01 00:14:31.949472+00:00,2291.35,75.3,104.1797,1.0831,150.553
2026-06-01 00:14:35.406407+00:00,2292.11,75.34,104.1584,1.08334,150.627
2026-06-01 00:14:37.997297+00:00,2293.12,75.22,104.1562,1.08376,150.68
2026-06-01 00:14:39.283823+00:00,2291.82,75.22,104.213,1.0835,150.669
2026-06-01 00:14:44.124412+00:00,2293.79,75.19,104.1952,1.08371,150.682
2026-06-01 00:14:45.722969+00:00,2294.17,75.32,104.1664,1.08354,150.688
2026-06-01 00:14:50.330707+00:00,2294.85,75.29,104.0934,1.08357,150.614
2026-06-01 00:14:54.061867+00:00,2294.72,75.21,104.1071,1.08349,150.668
2026-06-01 00:14:55.220331+00:00,2295.27,75.24,104.1109,1.08364,150.573
2026-06-01 00:14:57.997441+00:00,2295.84,75.4,104.1086,1.08376,150.591
2026-06-01 00:14:59.421624+00:00,2296.15,75.35,104.1169,1.08406,150.556
2026-06-01 00:15:03.274492+00:00,2293.55,75.23,104.095,1.08432,150.693
2026-06-01 00:15:04.597892+00:00,2295.42,75.39,104.0769,1.0842,150.706
2026-06-01 00:15:07.241438+00:00,2290.98,75.16,104.1407,1.08371,150.752
2026-06-01 00:15:10.136014+00:00,2292.75,75.16,104.0607,1.08365,150.716
2026-06-01 00:15:11.804787+00:00,2289.6,75.01,104.0836,1.08349,150.799
2026-06-01 00:15:13.647090+00:00,2291.03,75.1,104.0375,1.08352,150.816
2026-06-01 00:15:15.579061+00:00,2290.46,75.01,104.0596,1.08372,150.611
2026-06-01 00:15:19.773838+00:00,2290.3,75.05,104.0407,1.08364,150.511
2026-06-01 00:15:23.305351+00:00,2288.84,74.83,104.0952,1.08364,150.431
2026-06-01 00:15:24.824613+00:00,2286.51,74.85,104.1256,1.08311,150.408
2026-06-01 00:15:28.859320+00:00,2285.88,74.69,104.1828,1.08312,150.33
2026-06-01 00:15:33.196854+00:00,2283.55,74.54,104.2028,1.08274,150.178
2026-06-01 00:15:35.627894+00:00,2280.9,74.46,104.1926,1.08248,150.329
